,id,year,name,rating,votes,description,genres,stars,writes,cast,directors,release_day,country,language,filming_locations,budget,total_gross,duration
25,1405,1910,A Summer Idyll (1910) ,0,0,"Albert Woodson, a talented young artist, has become madly infatuated with Cora Irwin, a fellow artist. Cora's atelier was the rendezvous of the members of the higher Bohemia, and at her ...
                    See full summary »",Romance | Short,"[('Henry B. Walthall', 910400), ('Stephanie Longfellow', 910400), ('Gertrude Robinson | See full cast & crew\xa0»', 910400)]","[('Stanner E.V. Taylor', 853193)]","[{'star': 'Henry B. Walthall', 'star_id': 910400, 'character': 'Albert Woodson', 'character_id': 1405}, {'star': 'Stephanie Longfellow', 'star_id': 519310, 'character': 'Cora Irwin', 'character_id': 1405}, {'star': 'Gertrude Robinson', 'star_id': 732651, 'character': 'The Shepherdess', 'character_id': 1405}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': ""The Shepherdess' Father"", 'character_id': 1405}, {'star': 'Dorothy Bernard', 'star_id': 76202, 'character': None, 'character_id': None}, {'star': 'William J. Butler', 'star_id': 125164, 'character': 'At Party', 'character_id': 1405}, {'star': 'Verner Clarges', 'star_id': 163559, 'character': 'At Party', 'character_id': 1405}, {'star': 'Charles Craig', 'star_id': 185803, 'character': 'A Friend', 'character_id': 1405}, {'star': 'Robert Harron', 'star_id': 366008, 'character': 'A Country Boy', 'character_id': 1405}, {'star': 'Guy Hedlund', 'star_id': 373341, 'character': 'A Farmhand', 'character_id': 1405}, {'star': 'Jeanie Macpherson', 'star_id': 534221, 'character': 'At Party', 'character_id': 1405}, {'star': 'Charles Hill Mailes', 'star_id': 537556, 'character': 'At Party', 'character_id': 1405}, {'star': 'Claire McDowell', 'star_id': 568282, 'character': 'At Party', 'character_id': 1405}, {'star': 'Lottie Pickford', 'star_id': 681931, 'character': None, 'character_id': None}, {'star': 'Vivian Prescott', 'star_id': 696138, 'character': None, 'character_id': None}]","[('D.W. Griffith', 428)]",5 September 1910,USA,None | English,Cuddebackville | New York | USA,,,17.0
26,1438,1910,Up a Tree (1910) ,0,0,"Jake, a young country lout, comes into the possession of a ladder and plans to have some fun. Placing the ladder against a tall tree, he climbs up and lodges his cap in the branches. ...
                    See full summary »",Comedy | Short,"[('Billy Quirk', 704334), ('Florence Barker', 704334), ('Charles Craig | See full cast & crew\xa0»', 704334)]",,"[{'star': 'Billy Quirk', 'star_id': 704334, 'character': 'Country Lout', 'character_id': 1438}, {'star': 'Florence Barker', 'star_id': 54884, 'character': 'Victim', 'character_id': 1438}, {'star': 'Charles Craig', 'star_id': 185803, 'character': 'Victim', 'character_id': 1438}, {'star': 'Francis J. Grandon', 'star_id': 334918, 'character': 'Victim', 'character_id': 1438}, {'star': ""Anthony O'Sullivan"", 'star_id': 642722, 'character': 'Victim', 'character_id': 1438}, {'star': 'Frank Opperman', 'star_id': 649211, 'character': 'Victim', 'character_id': 1438}, {'star': 'Mack Sennett', 'star_id': 784407, 'character': 'Victim', 'character_id': 1438}]","[('Frank Powell', 288616)]",28 April 1910,USA,None | English,Glendale | California | USA,,,
27,1449,1910,A Western Maid (1910) ,0,0,"Nell Hargrave, our heroine, is the daughter of the general storekeeper at Dobson's Corners, Tex. Thirty miles from the nearest railroad, the settlements far and few between, Hargrave's ...
                    See full summary »",Short | Western,"[(""Gilbert M. 'Broncho Billy' Anderson"", 1908), ('Pete Morrison', 1908)]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]","[{'star': ""Gilbert M. 'Broncho Billy' Anderson"", 'star_id': 1908, 'character': None, 'character_id': None}, {'star': 'Pete Morrison', 'star_id': 607273, 'character': None, 'character_id': None}]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]",1 January 1910,USA,None,Golden | Colorado | USA,,,
28,1427,1910,The Twisted Trail (1910) ,0,0,"Ranch hand Bob Gorman loves pretty Molly Hendricks, and Daddy isn't happy about that. Then Bob is falsely accused of killing Mr. Hendricks. Soon we will discover whether Bob will sacrifice his own life to prove his love for Molly.",Drama | Short,"[('Mary Pickford', 681933), ('Arthur V. Johnson', 681933), ('George Nichols | See full cast & crew\xa0»', 681933)]","[('Stanner E.V. Taylor', 853193)]","[{'star': 'Mary Pickford', 'star_id': 681933, 'character': 'Molly Hendricks', 'character_id': 1427}, {'star': 'Arthur V. Johnson', 'star_id': 424530, 'character': 'Bob Gorman', 'character_id': 1427}, {'star': 'George Nichols', 'star_id': 629589, 'character': 'Mr. Hendricks', 'character_id': 1427}, {'star': 'Kate Bruce', 'star_id': 115524, 'character': 'Mrs. Hendricks', 'character_id': 1427}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': 'Grandfather', 'character_id': 1427}, {'star': 'Dell Henderson', 'star_id': 376396, 'character': 'Ranch Hand', 'character_id': 1427}, {'star': ""Anthony O'Sullivan"", 'star_id': 642722, 'character': 'Escort', 'character_id': 1427}, {'star': 'Frank Opperman', 'star_id': 649211, 'character': 'Indian', 'character_id': 1427}, {'star': 'Alfred Paget', 'star_id': 656425, 'character': 'Among Pursuers', 'character_id': 1427}, {'star': 'Mack Sennett', 'star_id': 784407, 'character': 'Ranch Hand', 'character_id': 1427}, {'star': 'Charles West', 'star_id': 921980, 'character': 'Among Pursuers', 'character_id': 1427}, {'star': 'Dorothy West', 'star_id': 922044, 'character': 'Girl on Farm', 'character_id': 1427}]","[('D.W. Griffith', 428)]",24 March 1910,USA,None | English,Sierra Madre | California | USA,,,16.0
29,1421,1912,Le tragique amour de Mona Lisa (1912) ,0,0,No description.,Short | Drama,"[('Jacques Grétillat', 344930), ('Aimée Raynal', 344930), ('Claude Garry | See full cast & crew\xa0»', 344930)]","[('Abel Gance', 304098)]","[{'star': 'Jacques Grétillat', 'star_id': 344930, 'character': 'Leonardo da Vinci', 'character_id': 1421}, {'star': 'Aimée Raynal', 'star_id': 713404, 'character': 'Mona Lisa', 'character_id': 1421}, {'star': 'Claude Garry', 'star_id': 308551, 'character': 'François I', 'character_id': 1421}, {'star': 'Blanche Barat', 'star_id': 53065, 'character': 'La belle ferronniere', 'character_id': 1421}, {'star': 'Stacia Napierkowska', 'star_id': 621051, 'character': None, 'character_id': None}]","[('Albert Capellani', 135052)]",17 May 1912,France,None | French,,,,
30,1413,1910,The Tenderfoot's Triumph (1910) ,0,0,"""It's in the surprise"" that great plays are made and battles won, and our tenderfoot friend, appreciating this, pulls a victory that is amazing. The western camp folks had suffered the loss...
                    See full summary »",Short | Western,"[('Florence Barker', 54884), ('Arthur V. Johnson', 54884), ('Charles Craig | See full cast & crew\xa0»', 54884)]",,"[{'star': 'Florence Barker', 'star_id': 54884, 'character': 'The Girl', 'character_id': 1413}, {'star': 'Arthur V. Johnson', 'star_id': 424530, 'character': 'The Tenderfoot', 'character_id': 1413}, {'star': 'Charles Craig', 'star_id': 185803, 'character': 'A Cowboy', 'character_id': 1413}, {'star': 'Dell Henderson', 'star_id': 376396, 'character': 'A Cowboy', 'character_id': 1413}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': None, 'character_id': None}, {'star': 'Frank Opperman', 'star_id': 649211, 'character': 'The Sheriff', 'character_id': 1413}, {'star': 'Jack Pickford', 'star_id': 681927, 'character': 'The Boy', 'character_id': 1413}, {'star': 'Lottie Pickford', 'star_id': 681931, 'character': None, 'character_id': None}, {'star': 'Henry B. Walthall', 'star_id': 910400, 'character': 'A Horse Thief', 'character_id': 1413}]","[('Frank Powell', 288616)]",21 April 1910,USA,None | English,,,,
31,1419,1910,The Tout's Remembrance (1910) ,0,0,"""Bullets"" Brown, the hero of our story, is a rare track tout, and a true type or this particular parasite. Our first introduction to him comes when we find him plying his trade upon an ...
                    See full summary »",Drama | Short,"[(""Gilbert M. 'Broncho Billy' Anderson"", 1908), ('Ethel Clayton', 1908), ('J. Warren Kerrigan | See full cast & crew\xa0»', 1908)]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]","[{'star': ""Gilbert M. 'Broncho Billy' Anderson"", 'star_id': 1908, 'character': 'Bullets Brown', 'character_id': 1419}, {'star': 'Ethel Clayton', 'star_id': 165691, 'character': ""Agnes Dudley - the Storekeeper's Daughter"", 'character_id': 1419}, {'star': 'J. Warren Kerrigan', 'star_id': 449857, 'character': None, 'character_id': None}, {'star': 'Victor Potel', 'star_id': 693055, 'character': None, 'character_id': None}, {'star': 'Augustus Carney', 'star_id': 138771, 'character': None, 'character_id': None}, {'star': 'Franklyn Hall', 'star_id': 355582, 'character': None, 'character_id': None}, {'star': 'Fred Church', 'star_id': 161366, 'character': None, 'character_id': None}, {'star': 'Arthur Mackley', 'star_id': 533615, 'character': None, 'character_id': None}, {'star': 'Gladys Field', 'star_id': 275943, 'character': None, 'character_id': None}, {'star': 'Jimmie McIntyre', 'star_id': 1402894, 'character': 'Jimmie McIntyre - a Jockey', 'character_id': 1419}]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]",24 September 1910,USA,None | English,Chicago | Illinois | USA,,,
32,1416,1910,The Thread of Destiny (1910) ,0,0,"Little Myrtle, the orphan girl of San Gabriel, stands at the window of her cabin contemplating the beautiful sun before her; the valley out between the hills bedecked by the hand of Flora, ...
                    See full summary »",Romance | Short,"[('Mary Pickford', 681933), ('Francis J. Grandon', 681933), ('Henry B. Walthall | See full cast & crew\xa0»', 681933)]","[('D.W. Griffith (story)', 428), ('Stanner E.V. Taylor', 428)]","[{'star': 'Mary Pickford', 'star_id': 681933, 'character': 'Myrtle', 'character_id': 1416}, {'star': 'Francis J. Grandon', 'star_id': 334918, 'character': 'Gus', 'character_id': 1416}, {'star': 'Henry B. Walthall', 'star_id': 910400, 'character': 'Estrada', 'character_id': 1416}, {'star': 'Linda Arvidson', 'star_id': 38106, 'character': ""The Hotelkeeper's Wife"", 'character_id': 1416}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': 'The Priest', 'character_id': 1416}, {'star': 'Verner Clarges', 'star_id': 163559, 'character': None, 'character_id': None}, {'star': 'Charles Craig', 'star_id': 185803, 'character': 'In the Bar', 'character_id': 1416}, {'star': 'Arthur V. Johnson', 'star_id': 424530, 'character': None, 'character_id': None}, {'star': 'George Nichols', 'star_id': 629589, 'character': 'In the Bar', 'character_id': 1416}, {'star': ""Anthony O'Sullivan"", 'star_id': 642722, 'character': 'In the Bar', 'character_id': 1416}, {'star': 'Frank Opperman', 'star_id': 649211, 'character': 'In the Bar', 'character_id': 1416}, {'star': 'Alfred Paget', 'star_id': 656425, 'character': 'In the Bar', 'character_id': 1416}, {'star': 'Mack Sennett', 'star_id': 784407, 'character': 'In the Bar', 'character_id': 1416}, {'star': 'Charles West', 'star_id': 921980, 'character': 'In the Bar', 'character_id': 1416}, {'star': 'Dorothy West', 'star_id': 922044, 'character': 'On the Street', 'character_id': 1416}]","[('D.W. Griffith', 428)]",7 March 1910,USA,None | English,San Gabriel Arcangel Mission - 537 West Mission Drive | San Gabriel | California | USA,,,16.0
33,1435,1910,Unexpected Help (1910) ,0,0,"John Bradley is a trusted clerk with an oil company. Enjoying a fair salary, he is comfortably fixed in a modest little village home with his wife and two small children. Starting from home...
                    See full summary »",Drama | Short,"[('Arthur V. Johnson', 424530), ('Florence Barker', 424530), ('Gladys Egan | See full cast & crew\xa0»', 424530)]",,"[{'star': 'Arthur V. Johnson', 'star_id': 424530, 'character': 'John Bradley', 'character_id': 1435}, {'star': 'Florence Barker', 'star_id': 54884, 'character': 'Mrs. John Bradley', 'character_id': 1435}, {'star': 'Gladys Egan', 'star_id': 250676, 'character': 'One of the Bradley Children', 'character_id': 1435}, {'star': 'Alfred Paget', 'star_id': 656425, 'character': '1st Gambler', 'character_id': 1435}, {'star': 'Dell Henderson', 'star_id': 376396, 'character': '2nd Gambler', 'character_id': 1435}, {'star': 'George Nichols', 'star_id': 629589, 'character': 'The Marshal', 'character_id': 1435}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': 'The Priest', 'character_id': 1435}, {'star': 'Francis J. Grandon', 'star_id': 334918, 'character': ""At Lucky Jim's Place"", 'character_id': 1435}, {'star': 'Frank Opperman', 'star_id': 649211, 'character': 'On Street', 'character_id': 1435}, {'star': 'Lottie Pickford', 'star_id': 681931, 'character': None, 'character_id': None}]","[('D.W. Griffith', 428)]",28 July 1910,USA,None | English,California | USA,,,16.0
34,1442,1910,A Vein of Gold (1910) ,0,0,"Convict No. 999, lonely in his prison cell, is handed a letter one morning from his mother. The letter states that the enfeebled old lady is ill and without food or money. The convict's ...
                    See full summary »",Short | Western,"[(""Gilbert M. 'Broncho Billy' Anderson"", 1908), ('Fred Church', 1908), ('Clara Williams', 1908)]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]","[{'star': ""Gilbert M. 'Broncho Billy' Anderson"", 'star_id': 1908, 'character': 'Walt Rooney, Convict No. 999', 'character_id': 1442}, {'star': 'Fred Church', 'star_id': 161366, 'character': None, 'character_id': None}, {'star': 'Clara Williams', 'star_id': 930290, 'character': None, 'character_id': None}]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]",30 April 1910,USA,None | English,Santa Barbara | California | USA,,,
35,1440,1910,Valdemar Sejr (1910) ,4.7,11,No description.,Drama | History,"[('Philip Bech', 64953), ('Aage Bjørnbak', 64953), ('Ragnhild Christensen | See full cast & crew\xa0»', 64953)]","[('Gunnar Helsengreen', 375839), ('B.S. Ingemann (novel)', 375839)]","[{'star': 'Philip Bech', 'star_id': 64953, 'character': None, 'character_id': None}, {'star': 'Aage Bjørnbak', 'star_id': 85066, 'character': 'Bödvar', 'character_id': 1440}, {'star': 'Ragnhild Christensen', 'star_id': 1434907, 'character': 'Page', 'character_id': 1440}, {'star': 'Alfred Cohn', 'star_id': 169878, 'character': 'Westhard', 'character_id': 1440}, {'star': 'Aage Fønss', 'star_id': 299757, 'character': 'Valdemar Sejr', 'character_id': 1440}, {'star': 'Ellen Gottschalch', 'star_id': 332028, 'character': None, 'character_id': None}, {'star': 'Gunnar Helsengreen', 'star_id': 375839, 'character': None, 'character_id': None}, {'star': 'Peter Malberg', 'star_id': 539049, 'character': 'Graf Otto', 'character_id': 1440}, {'star': 'Marie Niedermann', 'star_id': 630641, 'character': 'Dronning Berengaria', 'character_id': 1440}, {'star': 'Johannes Rich', 'star_id': 723663, 'character': None, 'character_id': None}, {'star': 'Karen Rich', 'star_id': 723668, 'character': None, 'character_id': None}, {'star': 'Jenny Roelsgaard', 'star_id': 736379, 'character': 'Rigmor', 'character_id': 1440}, {'star': 'Aage Schmidt', 'star_id': 772788, 'character': 'Karl', 'character_id': 1440}]","[('Gunnar Helsengreen', 375839)]",29 August 1910,Denmark,None,,,,
36,1450,1910,A Western Woman's Way (1910) ,0,0,No description.,Short | Western,"[('Harry Todd', 865178), ('Clara Williams', 865178), ('Fred Church | See full cast & crew\xa0»', 865178)]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]","[{'star': 'Harry Todd', 'star_id': 865178, 'character': None, 'character_id': None}, {'star': 'Clara Williams', 'star_id': 930290, 'character': None, 'character_id': None}, {'star': 'Fred Church', 'star_id': 161366, 'character': None, 'character_id': None}, {'star': 'Franklyn Hall', 'star_id': 355582, 'character': None, 'character_id': None}]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]",26 November 1910,USA,None | English,Colorado | USA,,,
37,1436,1910,The Unknown Claim (1910) ,0,0,"Reuben Ellis and his daughter, Belle, are in hard financial straits. Burdened with debts and pressed by persistent creditors, the old man finds but one way to meet his obligations, and that...
                    See full summary »",Short | Western,"[(""Gilbert M. 'Broncho Billy' Anderson"", 1908), ('Fred Church', 1908), ('Franklyn Hall | See full cast & crew\xa0»', 1908)]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]","[{'star': ""Gilbert M. 'Broncho Billy' Anderson"", 'star_id': 1908, 'character': 'Bartwell', 'character_id': 1436}, {'star': 'Fred Church', 'star_id': 161366, 'character': 'A Ranch Hand', 'character_id': 1436}, {'star': 'Franklyn Hall', 'star_id': 355582, 'character': 'Walker', 'character_id': 1436}, {'star': 'Gladys Field', 'star_id': 275943, 'character': None, 'character_id': None}]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]",9 July 1910,USA,None | English,Morrison | Colorado | USA,,,
38,1443,1910,A Victim of Jealousy (1910) ,5.0,6,"The young husband's irrational jealousy makes him suspicious of every attention bestowed upon his wife. Even the minister, who performed their marriage ceremony, making a pastoral call ...
                    See full summary »",Drama | Short,"[('James Kirkwood', 456804), ('Florence Barker', 456804), ('Mary Pickford | See full cast & crew\xa0»', 456804)]","[('Stanner E.V. Taylor', 853193)]","[{'star': 'James Kirkwood', 'star_id': 456804, 'character': 'The Husband', 'character_id': 1443}, {'star': 'Florence Barker', 'star_id': 54884, 'character': 'The Wife', 'character_id': 1443}, {'star': 'Mary Pickford', 'star_id': 681933, 'character': ""The Wife's Friend"", 'character_id': 1443}, {'star': 'William J. Butler', 'star_id': 125164, 'character': ""The Husband's Valet"", 'character_id': 1443}, {'star': 'Ruth Hart', 'star_id': 366511, 'character': 'The Maid', 'character_id': 1443}, {'star': 'Verner Clarges', 'star_id': 163559, 'character': 'The Minister', 'character_id': 1443}, {'star': 'Dorothy Bernard', 'star_id': 76202, 'character': None, 'character_id': None}, {'star': 'Charles Craig', 'star_id': 185803, 'character': 'At Reception', 'character_id': 1443}, {'star': 'Edward Dillon', 'star_id': 226992, 'character': 'At Reception', 'character_id': 1443}, {'star': 'Joseph Graybill', 'star_id': 337033, 'character': 'At Reception', 'character_id': 1443}, {'star': 'Guy Hedlund', 'star_id': 373341, 'character': 'In Office', 'character_id': 1443}, {'star': 'Grace Henderson', 'star_id': 376442, 'character': 'At Reception', 'character_id': 1443}, {'star': 'Henry Lehrman', 'star_id': 499883, 'character': 'At Reception', 'character_id': 1443}, {'star': 'Jeanie Macpherson', 'star_id': 534221, 'character': None, 'character_id': None}, {'star': ""Anthony O'Sullivan"", 'star_id': 642722, 'character': 'Milliner', 'character_id': 1443}]","[('D.W. Griffith', 428)]",9 June 1910,USA,None | English,,,,16.0
39,1433,1910,Uncle Tom's Cabin (1910) ,5.4,16,"PART I. The incidents of this story are some of those preceding and lending up to the Civil War in 1861 and the Declaration of Emancipation. The central figure in the drama is Uncle Tom, a ...
                    See full synopsis »",Short | Drama,"[('Florence Turner', 877550), ('Mary Fuller', 877550), ('Edwin R. Phillips | See full cast & crew\xa0»', 877550)]","[('Harriet Beecher Stowe (novel)', 832952), ('Eugene Mullin (scenario)            | 1 more credit\xa0»', 832952)]","[{'star': 'Florence Turner', 'star_id': 877550, 'character': 'Topsy', 'character_id': 1432}, {'star': 'Mary Fuller', 'star_id': 298301, 'character': 'Eliza', 'character_id': 1432}, {'star': 'Edwin R. Phillips', 'star_id': 680383, 'character': 'Uncle Tom', 'character_id': 1432}, {'star': 'Flora Finch', 'star_id': 277411, 'character': 'Ophelia St. Clare', 'character_id': 1432}, {'star': 'Genevieve Tobin', 'star_id': 864931, 'character': 'Eva', 'character_id': 1432}, {'star': 'Carlyle Blackwell', 'star_id': 85877, 'character': 'Shelby', 'character_id': 1432}, {'star': 'Julia Arthur', 'star_id': 37789, 'character': None, 'character_id': None}, {'star': 'Maurice Costello', 'star_id': 7221, 'character': None, 'character_id': None}, {'star': 'Charles Kent', 'star_id': 448682, 'character': None, 'character_id': None}, {'star': 'Matty Roubert', 'star_id': 745525, 'character': 'Little Harry', 'character_id': 1432}, {'star': 'Norma Talmadge', 'star_id': 848232, 'character': None, 'character_id': None}, {'star': 'Earle Williams', 'star_id': 930504, 'character': None, 'character_id': None}, {'star': 'Clara Kimball Young', 'star_id': 949403, 'character': None, 'character_id': None}]","[('J. Stuart Blackton', 85865)]",31 October 1910,USA,None | English,,,,
40,1446,1910,The Way of the World (1910) ,5.3,7,"The old priest is deeply grieved over the empty church, when his young assistant decides to follow the Master's footsteps and go among the people as an example. Donning civilian garb, he ...
                    See full summary »",Drama | Short,"[('Henry B. Walthall', 910400), ('George Nichols', 910400), ('Florence Barker | See full cast & crew\xa0»', 910400)]","[('Stanner E.V. Taylor', 853193)]","[{'star': 'Henry B. Walthall', 'star_id': 910400, 'character': 'The Young Priest', 'character_id': 1446}, {'star': 'George Nichols', 'star_id': 629589, 'character': 'The Old Priest', 'character_id': 1446}, {'star': 'Florence Barker', 'star_id': 54884, 'character': 'The Modern Magdalene', 'character_id': 1446}, {'star': 'Gertrude Claire', 'star_id': 163255, 'character': 'The Landlady', 'character_id': 1446}, {'star': 'Dorothy West', 'star_id': 922044, 'character': 'The Young Girl', 'character_id': 1446}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': 'The Bell Ringer', 'character_id': 1446}, {'star': 'Linda Arvidson', 'star_id': 38106, 'character': 'At Dance', 'character_id': 1446}, {'star': 'Dorothy Bernard', 'star_id': 76202, 'character': None, 'character_id': None}, {'star': 'Charles Craig', 'star_id': 185803, 'character': 'At Dance', 'character_id': 1446}, {'star': 'Gladys Egan', 'star_id': 250676, 'character': 'A Child', 'character_id': 1446}, {'star': 'Francis J. Grandon', 'star_id': 334918, 'character': 'A Farmer', 'character_id': 1446}, {'star': 'Robert Harron', 'star_id': 366008, 'character': 'A Hayer', 'character_id': 1446}, {'star': 'Dell Henderson', 'star_id': 376396, 'character': 'The Foreman', 'character_id': 1446}, {'star': 'Jeanie Macpherson', 'star_id': 534221, 'character': None, 'character_id': None}, {'star': ""Anthony O'Sullivan"", 'star_id': 642722, 'character': 'At Dance', 'character_id': 1446}]","[('D.W. Griffith', 428)]",25 April 1910,USA,None | English,Glendale | California | USA,,,16.0
41,1401,1910,The Sorrows of the Unfaithful (1910) ,6.1,16,"In a quaint fishing village we see the childhood sweethearts, Bill and Mary, a boy and girl of about ten or eleven years. Constant companions, they hold for each other a regard beyond their...
                    See full summary »",Drama | Short,"[('Mary Pickford', 681933), ('Henry B. Walthall', 681933), ('Edward Dillon | See full cast & crew\xa0»', 681933)]","[('Stanner E.V. Taylor', 853193)]","[{'star': 'Mary Pickford', 'star_id': 681933, 'character': 'Mary', 'character_id': 1401}, {'star': 'Henry B. Walthall', 'star_id': 910400, 'character': 'Bill', 'character_id': 1401}, {'star': 'Edward Dillon', 'star_id': 226992, 'character': 'Joe', 'character_id': 1401}, {'star': 'Gladys Egan', 'star_id': 250676, 'character': 'Mary - as a Child', 'character_id': 1401}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': 'The Fisherman', 'character_id': 1401}, {'star': 'William J. Butler', 'star_id': 125164, 'character': 'On Shore', 'character_id': 1401}, {'star': 'Marion Leonard', 'star_id': 502701, 'character': None, 'character_id': None}, {'star': 'Gertrude Robinson', 'star_id': 732651, 'character': 'On Shore', 'character_id': 1401}, {'star': 'W.C. Robinson', 'star_id': 733176, 'character': 'On Shore', 'character_id': 1401}, {'star': 'John Tansey', 'star_id': 849803, 'character': 'Bill, as a Child', 'character_id': 1401}]","[('D.W. Griffith', 428)]",22 August 1910,USA,None | English,Atlantic Highlands | New Jersey | USA,,,17.0
42,1430,1910,Two Little Waifs (1910) ,0,0,"A wealthy widow is left despaired by the death of her only child. One day two little orphaned children looking for Heaven in hopes of finding their mother, come to the grieving woman's door...
                    See full summary »",Drama | Short,"[('Grace Henderson', 376442), ('Verner Clarges', 376442), ('Edith Haldeman | See full cast & crew\xa0»', 376442)]","[('Mrs. James H. Ryan', 752754)]","[{'star': 'Grace Henderson', 'star_id': 376442, 'character': 'Mrs. Weston', 'character_id': 1430}, {'star': 'Verner Clarges', 'star_id': 163559, 'character': 'Mr. Weston', 'character_id': 1430}, {'star': 'Edith Haldeman', 'star_id': 354803, 'character': 'One of the Waifs', 'character_id': 1430}, {'star': 'Kate Bruce', 'star_id': 115524, 'character': 'Mother Ignatius', 'character_id': 1430}, {'star': 'William J. Butler', 'star_id': 125164, 'character': 'The Doctor', 'character_id': 1430}, {'star': 'Alfred Paget', 'star_id': 656425, 'character': 'The Butler', 'character_id': 1430}, {'star': 'Jeanie Macpherson', 'star_id': 534221, 'character': '1st Maid', 'character_id': 1430}, {'star': 'Lucille Lee Stewart', 'star_id': 829615, 'character': '2nd Maid', 'character_id': 1430}, {'star': 'Dorothy Bernard', 'star_id': 76202, 'character': None, 'character_id': None}, {'star': 'Clara T. Bracy', 'star_id': 102858, 'character': 'Nun', 'character_id': 1430}, {'star': 'Charles Craig', 'star_id': 185803, 'character': 'Man at Orphanage', 'character_id': 1430}, {'star': 'Dorothy Davenport', 'star_id': 202590, 'character': 'Nun', 'character_id': 1430}, {'star': 'Edward Dillon', 'star_id': 226992, 'character': 'Workman', 'character_id': 1430}, {'star': 'Claire McDowell', 'star_id': 568282, 'character': 'Nun', 'character_id': 1430}, {'star': 'Jack Pickford', 'star_id': 681927, 'character': 'Boy on Road', 'character_id': 1430}]","[('D.W. Griffith', 428)]",31 October 1910,USA,None | English,Greenwich | Connecticut | USA,,,17.0
43,1432,1910,Uncle Tom's Cabin (1910) ,5.4,16,"PART I. The incidents of this story are some of those preceding and lending up to the Civil War in 1861 and the Declaration of Emancipation. The central figure in the drama is Uncle Tom, a ...
                    See full synopsis »",Short | Drama,"[('Florence Turner', 877550), ('Mary Fuller', 877550), ('Edwin R. Phillips | See full cast & crew\xa0»', 877550)]","[('Harriet Beecher Stowe (novel)', 832952), ('Eugene Mullin (scenario)            | 1 more credit\xa0»', 832952)]","[{'star': 'Florence Turner', 'star_id': 877550, 'character': 'Topsy', 'character_id': 1432}, {'star': 'Mary Fuller', 'star_id': 298301, 'character': 'Eliza', 'character_id': 1432}, {'star': 'Edwin R. Phillips', 'star_id': 680383, 'character': 'Uncle Tom', 'character_id': 1432}, {'star': 'Flora Finch', 'star_id': 277411, 'character': 'Ophelia St. Clare', 'character_id': 1432}, {'star': 'Genevieve Tobin', 'star_id': 864931, 'character': 'Eva', 'character_id': 1432}, {'star': 'Carlyle Blackwell', 'star_id': 85877, 'character': 'Shelby', 'character_id': 1432}, {'star': 'Julia Arthur', 'star_id': 37789, 'character': None, 'character_id': None}, {'star': 'Maurice Costello', 'star_id': 7221, 'character': None, 'character_id': None}, {'star': 'Charles Kent', 'star_id': 448682, 'character': None, 'character_id': None}, {'star': 'Matty Roubert', 'star_id': 745525, 'character': 'Little Harry', 'character_id': 1432}, {'star': 'Norma Talmadge', 'star_id': 848232, 'character': None, 'character_id': None}, {'star': 'Earle Williams', 'star_id': 930504, 'character': None, 'character_id': None}, {'star': 'Clara Kimball Young', 'star_id': 949403, 'character': None, 'character_id': None}]","[('J. Stuart Blackton', 85865)]",31 October 1910,USA,None | English,,,,
